Ticker,MMBuy,MMSell,AI1-Average,AI1-AskAmt,AI1-AskPrice,AI1-AskAvail,AI1-BidAmt,AI1-BidPrice,AI1-BidAvail,CI1-Average,CI1-AskAmt,CI1-AskPrice,CI1-AskAvail,CI1-BidAmt,CI1-BidPrice,CI1-BidAvail,CI2-Average,CI2-AskAmt,CI2-AskPrice,CI2-AskAvail,CI2-BidAmt,CI2-BidPrice,CI2-BidAvail,NC1-Average,NC1-AskAmt,NC1-AskPrice,NC1-AskAvail,NC1-BidAmt,NC1-BidPrice,NC1-BidAvail,NC2-Average,NC2-AskAmt,NC2-AskPrice,NC2-AskAvail,NC2-BidAmt,NC2-BidPrice,NC2-BidAvail,IC1-Average,IC1-AskAmt,IC1-AskPrice,IC1-AskAvail,IC1-BidAmt,IC1-BidPrice,IC1-BidAvail
FSE,,,750000,,,0,1,500000,1,800000,,,0,,,0,427320.125,,,0,,,0,600000,,,0,5,600000,5,427320.125,,,0,,,0,745000,,,0,,,0
FUN,,,60078.3984375,,,0,,,0,60078.3984375,,,0,,,0,60078.3984375,,,0,,,0,60078.3984375,,,0,,,0,60078.3984375,,,0,,,0,60078.3984375,,,0,,,0
GAL,57,,169.22999572753906,77,240,247,68,110,567,76.44999694824219,112,80,4172,2,61.20000076293945,2049,80,,,0,,,0,179,140,179,525,400,100,2216,57,86,70,186,,,0,122.73999786376953,1073,129.97999572753906,6565,58,110,1586
GC,,,160,,,0,230,160,230,200,100,250,100,30,100,30,153.66000366210938,,,0,,,0,268,10,280,44,24,200,84,153.66000366210938,,,0,,,0,199.99000549316406,10,200,70,,,0
GCH,,,19048.66015625,,,0,,,0,9000,,,0,,,0,19048.66015625,,,0,,,0,565,,,0,,,0,19048.66015625,,,0,,,0,7500,,,0,,,0
GEN,,,125000,,,0,5,120000,5,140000,3,130000,3,,,0,239354.234375,,,0,,,0,130000,1,150000,2,,,0,239354.234375,,,0,,,0,140000,,,0,,,0
GIN,,,3674.840087890625,50,3450,262,10,2300,140,2950,47,2950,389,30,1800,70,2500,,,0,,,0,2608.320068359375,47,2600,183,120,2001,625,3000,,,0,,,0,2238.830078125,56,2200,265,50,2004,260
GL,,,408.95001220703125,180,700,3732,200,200,1682,256.25,470,350,470,20,173,2579,248.6999969482422,,,0,,,0,297.45001220703125,,,0,10,300,1225,248.6999969482422,26,320,26,,,0,249.05999755859375,175,250,1125,500,180.00999450683594,620
GNZ,,,40847.19140625,,,0,,,0,40847.19140625,,,0,,,0,40847.19140625,,,0,,,0,13000,,,0,,,0,40847.19140625,,,0,,,0,40847.19140625,,,0,,,0
GRA,,,3000,,,0,100,100,100,2200,,,0,,,0,1401.739990234375,,,0,,,0,2800,9,2800,9,5,1500,15,1401.739990234375,,,0,,,0,2503,,,0,10,2503,20
GRN,86,,145.77000427246094,275,162,1625,498,110,1098,117.76000213623047,109,150,394,40,107.0999984741211,2722,120,32,120,32,,,0,172.3300018310547,,,0,51,150,4162,110,38,140,38,,,0,113.68000030517578,700,115,2453,460,107.0199966430664,5013
GV,,,630,1,1050,20,20,700,119,1024.5899658203125,23,1025,44,,,0,1032.550048828125,,,0,,,0,999.5800170898438,1,999.5800170898438,112,11,700,11,1032.550048828125,,,0,,,0,1140,2,1140,14,,,0
H,50,,101.06999969482422,5101,100,27392,200,86,12947,90.58000183105469,1000,90,13622,150,88.58000183105469,4543,90,,,0,,,0,84.20999908447266,126,90,14774,20,80.01000213623047,3743,80,480,80,704,,,0,66.76000213623047,500,71,138389,600,53,21700
H2O,,,25.299999237060547,5985,29,25526,8194,22,32100,25.040000915527344,13679,28.989999771118164,44818,20,22.100000381469727,22893,20,,,0,1438,20,1438,32.119998931884766,602,36.939998626708984,33257,44541,27.899999618530273,113848,38,50,38,1152,3000,21.010000228881836,13000,25.489999771118164,24,29.959999084472656,15959,4949,24.239999771118164,17851
HAB,,,60000,2,75000,27,,,0,45000,1,45000,1,,,0,53978.7890625,,,0,,,0,40000,,,0,,,0,53978.7890625,,,0,,,0,45000,,,0,,,0
HAL,75,,296.3500061035156,50,380,214,494,250,2660,223.64999389648438,101,270,312,85,175,1766,150,,,0,,,0,257.3800048828125,127,235,741,200,151.00999450683594,1633,500,60,500,60,,,0,233.80999755859375,155,240,2187,200,175,664
HCC,,,400,170,430,601,650,400,1250,350,10,480,10,990,350,1025,328.1400146484375,,,0,,,0,499,210,2534.5,210,100,410,500,328.1400146484375,,,0,,,0,1211.2099609375,20,1666.6099853515625,80,500,350,500
HCP,88,,145.52999877929688,764,149,1700,10,120,1195,128.24000549316406,20,104.5,420,60,104,2398,149,,,0,,,0,169.6199951171875,36,169.6199951171875,2980,1,160,1909,100,100,140,100,,,0,118.5999984741211,145,149,523,13,106,1296
HD,,,2800,22,2800,132,40,2200,100,2500,34,2500,34,30,1200,30,1609.739990234375,,,0,,,0,2511,5,2511,5,,,0,1609.739990234375,,,0,,,0,1609.739990234375,,,0,,,0
HE,75,,206.94000244140625,990,200,2070,132,79,1144,102.33999633789062,106,114,2498,200,81,500,121.20999908447266,,,0,,,0,76.83000183105469,6825,79,13195,200,75.11000061035156,11773,185,100,160,244,,,0,121.19999694824219,975,164,2174,9,77,309
HE3,,,290,314,290,504,111,181,437,195.86000061035156,1272,200,3093,52,177.00999450683594,590,50000,,,0,,,0,214.83999633789062,100,280,7379,240,201.25,1448,220,,,0,,,0,224.97999572753906,214,224.97999572753906,25655,100,180,1164
HER,,,2500,,,0,10,1802,46,2250,35,2200,51,5,1507.6600341796875,286,1200.0899658203125,,,0,,,0,1800,112,2799,260,40,1800,1184,2000,39,3000,39,,,0,1770.530029296875,125,2450,399,20,1600,698
HEX,,,41.13999938964844,,,0,,,0,41.13999938964844,,,0,,,0,41.13999938964844,,,0,,,0,41.13999938964844,,,0,271,27.889999389648438,271,41.13999938964844,,,0,,,0,41.13999938964844,,,0,,,0
HHP,,,3373.25,,,0,,,0,3373.25,,,0,,,0,3373.25,,,0,,,0,3373.25,,,0,,,0,3373.25,,,0,,,0,3373.25,,,0,,,0
HMS,,,2670.39990234375,119,2000,138,20,1600,215,1646.989990234375,25,2000,25,85,600.010009765625,234,575,,,0,50,750,50,1922.719970703125,5,1549,485,4,796.9299926757812,754,1500,,,0,,,0,1200,,,0,10,1200,237
HNZ,,,99440.7421875,,,0,,,0,99440.7421875,,,0,,,0,99440.7421875,,,0,,,0,99440.7421875,,,0,,,0,99440.7421875,,,0,,,0,99440.7421875,,,0,,,0
HOG,,,5650,10,5660,60,,,0,4400,,,0,5,4000,5,3884.449951171875,,,0,,,0,4500,,,0,5,3600,5,3884.449951171875,,,0,,,0,3884.449951171875,,,0,,,0
HOP,,,2659.7900390625,,,0,3,2000,23,2700,,,0,40,1500,228,906.6699829101562,,,0,,,0,2500,27,4150,647,5,2100,1180,906.6699829101562,,,0,,,0,2200,255,3000,315,30,1780.010009765625,669
HPC,,,13005.009765625,,,0,,,0,13005.009765625,,,0,,,0,13005.009765625,,,0,,,0,4000,,,0,,,0,13005.009765625,,,0,,,0,13005.009765625,,,0,,,0
HPR,,,732931.375,,,0,,,0,732931.375,,,0,,,0,732931.375,,,0,,,0,732931.375,1,999999,2,,,0,732931.375,,,0,,,0,732931.375,,,0,,,0
HSE,,,13000,8,12500,214,17,10000,87,12000,3,12000,3,2,8000,70,11000,1,9500,9,,,0,11699.6904296875,2,11111,58,17,8500,87,6520.85986328125,,,0,30,5000,30,10000,38,15000,40,19,10000,19
HSS,,,2500,50,2500,50,5,1900,240,3000,,,0,20,1500,140,1000,,,0,,,0,1987.3499755859375,10,1950,70,8,1600,1675,1109.52001953125,20,2000,20,,,0,2500,152,2500,152,21,1700,721
HTE,,,1704487.375,,,0,,,0,1704487.375,,,0,,,0,1704487.375,,,0,,,0,1704487.375,,,0,,,0,1704487.375,,,0,,,0,1704487.375,,,0,,,0
HYR,,,1397232.5,,,0,,,0,1397232.5,,,0,,,0,1397232.5,,,0,,,0,1397232.5,,,0,,,0,1397232.5,,,0,,,0,1397232.5,,,0,,,0
I,,,316.80999755859375,291,350,3416,16,300,176,599.989990234375,225,550,354,12,300,12,634.2899780273438,,,0,,,0,300,104,380,2307,3,300,142,634.2899780273438,100,300,100,,,0,234.49000549316406,11,449,3015,30,210,229
IDC,20000,,20000,20,24000,27,100,20000,100,20000,1,30000,1,100,20000,100,10433.23046875,,,0,,,0,20000,34,22000,34,100,20000,100,10433.23046875,,,0,,,0,20000,10,22000,10,100,20000,100
IMM,,,110000,7,110000,7,1,70000,1,68599.8203125,,,0,,,0,68599.8203125,,,0,,,0,68599.8203125,,,0,,,0,68599.8203125,,,0,,,0,68599.8203125,,,0,,,0
IND,,,5250,,,0,98,2100,195,2716.669921875,15,6750,15,10,3000,22,2000.25,,,0,,,0,2400,,,0,20,1900.010009765625,61,2000.25,,,0,,,0,2400,,,0,10,1750.010009765625,11
INS,,,113.69999694824219,51215,115,63028,160,110,12500,127.93000030517578,2952,142,10513,107,112,3214,9,,,0,,,0,129.1300048828125,260,133.49000549316406,22794,200,116.0199966430664,1144,160,2000,120,2000,,,0,118.94999694824219,56908,119.98999786376953,66600,16,103,1168
JUI,,,1109.18994140625,,,0,,,0,1109.18994140625,,,0,,,0,1109.18994140625,,,0,,,0,1109.18994140625,,,0,,,0,1109.18994140625,,,0,,,0,1109.18994140625,,,0,,,0
KOM,,,532.989990234375,315,510,4795,100,450,598,499.989990234375,567,500,2667,3,468.010009765625,1130,450,,,0,,,0,517.5900268554688,214,629.9000244140625,3240,59,497,2842,400,42,500,42,,,0,496.4800109863281,280,525,2183,50,448,1474
KV,,,13000,,,0,4,13000,4,12000,30,16000,30,,,0,13713.3798828125,,,0,,,0,15267.5498046875,87,16000,87,12,11000,24,13713.3798828125,,,0,,,0,17491.25,9,17500,10,6,14200,28
LBH,,,3504.659912109375,10,4698,657,10,2200,680,3156.610107421875,17,3100,367,50,2610,157,2000,,,0,6,300,6,2720.5,16,2740,3528,150,2450.010009765625,410,1946.0899658203125,,,0,,,0,2854.9599609375,36,2849,112,4,2250,303
LC,,,5500,,,0,20,4000,146,1700,,,0,20,800,95,3206.679931640625,,,0,,,0,2350,,,0,3,2000,134,3206.679931640625,,,0,,,0,5000,,,0,100,500,100
LCB,,,300000,1,350000,3,1,290000,1,250000,,,0,,,0,330863.5625,,,0,,,0,385000,4,400000,4,,,0,330863.5625,,,0,,,0,325000,1,400000,1,,,0
LCR,,,1000,,,0,,,0,1989.800048828125,,,0,,,0,2970,,,0,,,0,2000,14,2000,14,,,0,2970,,,0,,,0,2000,,,0,,,0
LD,,,9000,60,7500,61,,,0,10000,4,10000,4,,,0,5134.419921875,,,0,,,0,9000,80,7500,151,,,0,5134.419921875,,,0,,,0,5134.419921875,7,10000,7,,,0
LDE,,,6503.2099609375,20,6999,301,10,4403,122,6965.91015625,1,7199,111,26,6800,46,4200,,,0,,,0,5533.93017578125,34,5699,501,64,5100,178,4200,20,6000,20,40,3600,40,5610.830078125,26,5711,163,7,5000,44
LDI,,,40,6,250,6,,,0,250,,,0,100,210,1017,287.2099914550781,,,0,,,0,295,30,260,30,,,0,287.2099914550781,,,0,,,0,444,66,444,143,,,0
LES,,,700,109,800,347,,,0,1000,12,1000,17,,,0,228.57000732421875,,,0,,,0,650,32,625,257,,,0,228.57000732421875,,,0,,,0,400,30,700,140,,,0
LFE,,,205000,4,205000,5,,,0,180000,2,200000,2,1,150000,1,75567.2265625,,,0,,,0,200000,10,180000,28,1,175000,4,75567.2265625,,,0,,,0,220000,,,0,,,0
LFL,,,300000,1,350000,1,1,250000,1,250000,1,250000,1,,,0,122737.671875,,,0,,,0,300000,1,325000,2,,,0,122737.671875,,,0,,,0,122737.671875,,,0,,,0
LFP,,,6000,,,0,,,0,3000,4,3000,4,,,0,7461.4599609375,,,0,,,0,5000,7,4000,14,,,0,7461.4599609375,,,0,,,0,7461.4599609375,,,0,,,0
LHP,,,2273.6298828125,54,2275,430,100,1600,671,2000,12,2000,48,,,0,1616.9200439453125,,,0,,,0,1800,160,2200,873,,,0,1400,15,1400,17,,,0,2500,21,2500,56,,,0
LI,,,800,320,1250,1341,,,0,750,300,740,1525,200,500,200,472.2900085449219,,,0,,,0,739.280029296875,180,750,1954,170,650,270,472.2900085449219,,,0,,,0,940,,,0,70,650,70
LIO,,,250,15,250,525,100,180,123,300,25,299.95001220703125,274,100,210,200,19000,,,0,,,0,100,15,250,1903,891,100,891,68.56999969482422,,,0,,,0,475,,,0,400,210.02000427246094,500
LIS,250000,,450000,,,0,100,250000,100,350000,,,0,100,250000,100,257504.296875,,,0,,,0,450000,,,0,100,250000,100,257504.296875,,,0,,,0,257504.296875,1,625000,1,100,250000,100
LIT,,,13124.9404296875,,,0,,,0,13124.9404296875,,,0,,,0,13124.9404296875,,,0,,,0,9999,,,0,,,0,13124.9404296875,,,0,,,0,13124.9404296875,1,9999,1,,,0
LOG,56000,,57000,10,57000,19,37,56001,137,57912.0390625,3,70000,3,100,56000,100,28263.599609375,,,0,,,0,56000,,,0,2,58000,122,28263.599609375,,,0,,,0,75000,,,0,100,56000,100
LSE,,,6700.97021484375,20,6999,687,4,4506,128,6654.580078125,60,19430.869140625,60,4,8000,86,4650,,,0,,,0,7254.06982421875,17,13999,153,20,6000,348,6000,15,6000,15,36,4200,36,5775.259765625,50,5900,87,3,5000,108
LSL,,,250000,,,0,,,0,205256.8125,1,350000,1,1,250000,1,205256.8125,,,0,,,0,300000,,,0,,,0,205256.8125,,,0,,,0,205256.8125,,,0,,,0
LST,,,98.0199966430664,173,100,8668,200,85.01000213623047,6262,64.9800033569336,218,85,9799,200,61,20478,41,,,0,,,0,96.97000122070312,43,118,5377,4904,93,7750,50,250,40,796,,,0,117.83999633789062,182,119,1930,20,100.5199966430664,2078
LTA,,,5165.2900390625,10,5999,165,4,2500,107,2480.669921875,10,2499.989990234375,40,4,1900.010009765625,44,1950,,,0,,,0,2436.510009765625,2,2499.97998046875,340,50,2250.010009765625,285,1900,16,2500,16,,,0,2393.139892578125,6,2394.989990234375,229,8,1700,70
LU,,,60000,,,0,4,60000,4,50000,,,0,5,50255,10,62782.37109375,,,0,,,0,100000,,,0,3,100000,8,62782.37109375,,,0,,,0,62782.37109375,,,0,5,50000,5
MAG,87,,110,,,0,46,110,246,250,,,0,5,88,105,117.55000305175781,,,0,,,0,87.44000244140625,8,139,78,100,87,100,117.55000305175781,,,0,,,0,90,29,92.5,367,100,87,100
MAI,,,180,,,0,100,101.05000305175781,831,129.1999969482422,36,169,339,200,104,1539,171.1699981689453,,,0,,,0,168.11000061035156,161,164,3318,16,150,1323,110,115,140,115,,,0,112.26000213623047,240,135,1685,100,106,3321
MB,,,5200,,,0,100,5000,110,4000,,,0,1,3600,11,3450.389892578125,,,0,,,0,4500,,,0,100,5000,100,3450.389892578125,,,0,,,0,6000,,,0,100,5000,100
MCB,,,200000,,,0,1,2,2,300000,,,0,,,0,167025.5625,,,0,,,0,200000,4,200000,6,,,0,167025.5625,,,0,,,0,167025.5625,3,250000,3,,,0
MCG,12,36,32.38999938964844,3960,34.970001220703125,45136,100,27.219999313354492,19583,20.219999313354492,1972,21,32652,200,17.5,2823,24.5,582,24,1612,302,15,5984,30.06999969482422,2036,27.290000915527344,151821,2000,23.010000228881836,10789,36,1812,36,3489,70,30,107,30.399999618530273,2263,30.950000762939453,33248,753,30,22605
MEA,,,6800,67,6800,593,70,3000.010009765625,160,3800,38,4500,68,1,2555,21,1735.760009765625,,,0,,,0,3700,26,3700,266,8,2888,290,1735.760009765625,,,0,,,0,3046.18994140625,44,3199,287,8,2777,12
MED,,,1558.8900146484375,43,1600,370,100,1000,497,1138.239990234375,2,1300,72,200,754,585,450,,,0,20,450,20,2010.8399658203125,25,1849,539,12,850,891,750,10,750,10,,,0,1482.6800537109375,71,1475,75,200,700,726
MFE,,,90000,,,0,,,0,95000,,,0,,,0,44024.19140625,,,0,,,0,81000,1,79400,8,,,0,44024.19140625,,,0,,,0,160000,3,80000,3,,,0
MFK,,,275,112,300,252,20,225,1085,254.63999938964844,121,300,181,39,131,1113,149.6999969482422,,,0,,,0,162.44000244140625,76,190,263,72,125,1318,150,,,0,200,145,200,191.91000366210938,528,190,1623,16,140,799
MFL,,,150000,1,150000,1,1,100000,2,125000,3,125000,4,,,0,61748.23046875,,,0,,,0,100000,2,140000,4,,,0,61748.23046875,,,0,,,0,61748.23046875,,,0,,,0
MG,,,68.29000091552734,529,92.48999786376953,17567,431,50,1181,57.43000030517578,37,66.94999694824219,7134,9,55.560001373291016,8127,50,,,0,,,0,48.400001525878906,80,56.9900016784668,5578,136,31,4840,54.86000061035156,500,60,500,,,0,70.3499984741211,307,79.5,4555,376,70,1339
MGC,,,8591.9501953125,,,0,,,0,8591.9501953125,,,0,,,0,8591.9501953125,,,0,,,0,6740,1,6740,27,,,0,8591.9501953125,,,0,,,0,8000,,,0,,,0
MGS,,,101.91999816894531,63,175,1508,13,91,2213,66.30999755859375,100,97,1123,185,52.279998779296875,2779,41.13999938964844,,,0,,,0,99.44000244140625,185,137,3112,124,85.05000305175781,2108,41.13999938964844,,,0,,,0,145.52000427246094,100,160,919,386,140,1346
MHL,,,2224.56005859375,26,2300,342,30,2100,389,1650,5,1799,461,10,1650.1099853515625,433,2351.52001953125,,,0,,,0,2168.10009765625,16,2300,1368,36,2050,139,2351.52001953125,,,0,,,0,2094.969970703125,5,2345,1537,11,1900,21
MHP,,,2500,15,2500,15,10,2000,10,2984.719970703125,,,0,9,2500,9,2118.949951171875,,,0,,,0,2955,,,0,300,2800,300,2118.949951171875,,,0,,,0,3500,,,0,,,0
MLI,,,10268.849609375,24,15000,24,,,0,12500,1,12500,1,,,0,10268.849609375,,,0,,,0,15000,19,15000,35,,,0,10268.849609375,,,0,,,0,10268.849609375,,,0,,,0
MPC,,,1040,63,1040,200,,,0,1100,1,1475,66,,,0,661.4199829101562,,,0,,,0,999.4199829101562,91,1000,225,,,0,661.4199829101562,,,0,,,0,1400,36,1399.989990234375,86,,,0
MSL,,,100000,1,100000,1,1,75000,2,50000,1,120000,1,,,0,83082.453125,,,0,,,0,75000,2,85000,20,,,0,83082.453125,,,0,,,0,125000,8,125000,8,,,0
MTC,,,452.94000244140625,10,480,10,,,0,300,5,300,55,,,0,452.94000244140625,,,0,,,0,1,,,0,,,0,452.94000244140625,,,0,,,0,500,,,0,,,0
MTP,,,1900,136,1900,193,316,1800,316,1800,,,0,50,500,250,1027.6199951171875,4,1250,4,,,0,2800,,,0,7,1500,267,1027.6199951171875,,,0,,,0,1500,59,1900,207,10,1250,10
MUS,,,120,,,0,345,120,886,130,13,130,253,56,110,541,172.3000030517578,,,0,,,0,140,938,140,2938,155,130.00999450683594,1863,172.3000030517578,,,0,,,0,101,148,149.99000549316406,148,500,100.0199966430664,1978
MWF,,,180,20,190,30,,,0,200,200,500,200,50,210,429,189.47000122070312,,,0,,,0,200,396,225,426,400,200,400,189.47000122070312,,,0,,,0,270,140,270,160,,,0
N,33,,78.7699966430664,500,78,42952,300,72,4821,80,862,80,18905,1000,56,5088,66.12000274658203,,,0,,,0,67.44999694824219,500,71,61066,665,62,22146,66.12000274658203,,,0,,,0,104.08999633789062,1805,109.9000015258789,5276,160,52,1628
NA,25,,25,57,25.010000228881836,6375,100,25,100,25,72,25.010000228881836,3465,100,25,100,1106.219970703125,,,0,,,0,25,708,26.969999313354492,9101,100,25,100,1,200,25,218,,,0,25,16,25.010000228881836,4700,100,25,100
NAB,,,90,75,150,125,2110,90,2500,129.99000549316406,175,129.99000549316406,850,150,70.36000061035156,520,126.41999816894531,,,0,,,0,119.56999969482422,200,159,331,400,105.01000213623047,2157,65,,,0,460,65,460,80,140,120,680,140,70.01000213623047,430
NCS,,,25,10170,30,10170,8967,25,8967,30.809999465942383,532,34.9900016784668,4390,200,26,11064,16.979999542236328,,,0,,,0,36.70000076293945,457,37,15914,5000,30,13083,16.979999542236328,,,0,,,0,29.989999771118164,500,35,500,45,20.350000381469727,93
NE,,,240,,,0,60,220,409,300,49,350,99,950,170,1568,300,,,0,,,0,375,330,370,4528,320,151,520,300,150,300,150,,,0,150,890,375,2990,50,150.02999877929688,1450
NF,,,5134.419921875,,,0,,,0,10000,9,10000,9,,,0,5134.419921875,,,0,,,0,5134.419921875,24,7500,40,,,0,5134.419921875,,,0,,,0,5134.419921875,,,0,,,0
NFI,,,24.989999771118164,1320,24.989999771118164,7395,,,0,17.450000762939453,6000,35,6000,,,0,6.179999828338623,,,0,,,0,7.989999771118164,6160,8,10616,120,3.5,120,6.179999828338623,,,0,,,0,12,1000,12,3520,,,0
NG,,,795,30,800,85,100,500,1100,675,,,0,,,0,721.8099975585938,,,0,,,0,1000,20,1485,232,10,1000,271,721.8099975585938,,,0,,,0,550,,,0,,,0
NL,,,3500,50,4999,92,2,3000,237,1800,,,0,50,1701,103,2000,,,0,,,0,2988.6201171875,16,2995,550,12,2700,232,2475,,,0,,,0,2999,25,2900,310,8,2800,98
NN,,,50000,,,0,,,0,25000,,,0,,,0,29444.419921875,,,0,,,0,32000,,,0,4,25000,4,29444.419921875,,,0,,,0,29444.419921875,1,50000,1,,,0
NOZ,,,43702.01171875,,,0,,,0,43702.01171875,,,0,,,0,43702.01171875,,,0,,,0,43702.01171875,,,0,,,0,43702.01171875,,,0,,,0,43702.01171875,,,0,,,0
NR,,,325,50,325,950,100,50,100,269,3229,299,3229,650,150,650,199.5800018310547,,,0,,,0,471.45001220703125,,,0,380,400,380,199.5800018310547,,,0,,,0,274,750,380,1500,,,0
NS,,,222.92999267578125,100,250,1652,333,190,883,250.72000122070312,216,343.95001220703125,1140,500,200,7480,214.27000427246094,,,0,,,0,246.19000244140625,200,240,3952,220,200,3782,160,330,160,343,,,0,237.10000610351562,84,230,26569,15,200,2992
NST,,,7500,100,7000,117,40,4000,40,5500,,,0,,,0,1351.469970703125,,,0,,,0,3000,12,3000,16,7,1775,28,1351.469970703125,,,0,,,0,2618.889892578125,15,2600,154,4,1700,29
NUT,,,122.93000030517578,25,125.5,25,126,100,717,102,6,105,189,26,102,1246,151.7100067138672,,,0,,,0,115.16999816894531,181,137.99000549316406,310,350,115.16999816894531,4260,151.7100067138672,,,0,24,90,24,115.61000061035156,226,138,406,77,104,5016
NV1,100000,,130000,,,0,100,100000,100,94010.078125,,,0,100,100000,100,94010.078125,,,0,,,0,100000,1,200000,1,100,100000,100,94010.078125,,,0,,,0,94010.078125,,,0,100,100000,100
NV2,,,130882.6328125,,,0,100,150000,100,130882.6328125,,,0,100,150000,100,130882.6328125,,,0,,,0,150000,3,220000,3,100,150000,100,130882.6328125,,,0,,,0,130882.6328125,,,0,100,150000,100
O,32,,105.37999725341797,309,99,5766,611,90,4720,79.7300033569336,107,79.98999786376953,17800,17,58.02000045776367,1572,55,,,0,,,0,81.05000305175781,338,81.9000015258789,22366,445,70.01000213623047,7532,90,1102,90,1317,,,0,100.5999984741211,16,80,3994,349,65,1777
OFF,,,149,980,149,1260,250,50,1250,94.93000030517578,731,100,1996,70,55,170,50.65999984741211,,,0,,,0,73.06999969482422,354,74,1094,600,66,4430,50.65999984741211,1000,70,1500,,,0,85,200,81,1360,50,65,70
OLF,,,960.010009765625,12,299,114,100,50,100,1625,,,0,,,0,960.010009765625,,,0,,,0,1100,14,1100,14,,,0,960.010009765625,,,0,,,0,1100,123,825.280029296875,585,,,0
OS,,,40000,10,46000,10,6,40000,6,47000,1,47000,5,,,0,30351.4609375,,,0,,,0,35000,2,35000,27,,,0,30351.4609375,,,0,,,0,20000,,,0,,,0
OVE,40,153,103.25,3578,108.80000305175781,5771,10,90.69999694824219,2805,70.94000244140625,40,70,15664,500,61.2400016784668,9330,80,230,80,845,1000,40,1000,82.38999938964844,647,82.5,6337,30,80.0999984741211,9522,95,337,95,1663,32,81,65,78.55000305175781,200,79.9000015258789,4792,498,74.05000305175781,8310
PCB,,,1250,10,1250,999,70,1200,270,2000,,,0,40,1102,50,807.0599975585938,,,0,,,0,2150,93,2000,169,6,1600,150,807.0599975585938,,,0,,,0,1400,10,2400,74,10,1350,10
PDA,,,3700,17,3700,613,3,3200,87,3000,,,0,3,3500,46,1153.030029296875,,,0,5,3500,5,4000,622,4000,644,2,3450,76,4000,28,4000,28,,,0,4500,,,0,1,2800,51
PE,,,6.809999942779541,2600,9.989999771118164,369474,3100,4.130000114440918,170724,5.150000095367432,4294,5.800000190734863,67154,39800,4.699999809265137,203212,4,100,6,100,,,0,4.940000057220459,41322,5.199999809265137,432391,30000,4.809999942779541,192258,4.5,6000,7,6000,,,0,4.769999980926514,16319,4.760000228881836,256691,10975,4.510000228881836,141673
PFE,,,800,5,800,5,40,300,40,499.6700134277344,10,900,35,75,400,75,480.5400085449219,,,0,,,0,550,40,550,40,,,0,480.5400085449219,,,0,100,330,100,611.1599731445312,40,515.1500244140625,710,,,0
PG,,,43.2400016784668,760,45,26725,284,38.61000061035156,40056,32.709999084472656,50,35.599998474121094,26433,3100,30.600000381469727,78929,25,,,0,,,0,40.59000015258789,5360,47,67665,23911,40,180684,35,,,0,4000,30,11929,36.83000183105469,720,39.88999938964844,15691,4800,35.36000061035156,24046
PIB,,,1200,,,0,100,100,100,300,,,0,,,0,596.8499755859375,,,0,,,0,600,,,0,,,0,596.8499755859375,,,0,,,0,1100,32,1388.31005859375,52,,,0
PK,,,840.989990234375,,,0,,,0,840.989990234375,,,0,,,0,840.989990234375,,,0,,,0,1500,,,0,,,0,840.989990234375,,,0,,,0,840.989990234375,120,1200,120,,,0
POW,4200,,4389.43017578125,19,5050,187,19,4300,119,4335.93994140625,90,4750,90,26,4250,126,2364.429931640625,,,0,,,0,4600,128,4600,128,100,4200,100,2364.429931640625,,,0,,,0,4200,155,4600,155,100,4200,100
PPA,,,1,2,80,12,,,0,100,19,199.9499969482422,141,17,100,32,143.52999877929688,,,0,,,0,100,16,145,16,200,65,200,100,,,0,,,0,1,70,200,70,,,0
PSH,,,8000,12,7000,12,,,0,5000,4,10000,4,,,0,3839.050048828125,,,0,,,0,5000,2,8500,4,,,0,3839.050048828125,,,0,,,0,8250,1,8125,24,,,0
PSL,,,3244.8701171875,39,3399.989990234375,202,12,3001,621,3057.75,1,3111.10009765625,15,133,3000,240,1700,,,0,,,0,2545.06005859375,19,2749,239,5,2200.0400390625,240,2500,,,0,,,0,3000,20,2949.989990234375,192,12,1900,36
PSM,,,1500,,,0,100,1000,191,1111.68994140625,,,0,85,800,138,750,,,0,,,0,600,27,1200,130,25,628.5700073242188,72,1321.68994140625,,,0,,,0,1999,,,0,,,0
PSS,,,1000,10,1500,30,100,400,100,500,,,0,40,500,92,660.8400268554688,5,450,5,,,0,280,18,600,127,30,281.42999267578125,163,660.8400268554688,,,0,,,0,250,2,625,27,18,250,18
PT,,,494.2200012207031,191,499.989990234375,832,4,494.989990234375,1218,370.5400085449219,94,387.989990234375,2278,200,380,1016,255,20,400,100,100,220,100,393.5,5,399,3431,23,333,2177,400,193,400,193,,,0,430.92999267578125,227,409,2211,5,355.010009765625,1114
PWO,,,195.05999755859375,403,197.92999267578125,6039,5,180,1152,205.3800048828125,264,195,5020,499,185,2181,210,23,210,123,100,130,100,196.7899932861328,1279,196,8583,12,162,816,230,103,230,282,27,220,42,192.50999450683594,52,215,3862,100,201,1921
QCR,,,695000,,,0,,,0,695000,,,0,,,0,365454.625,,,0,,,0,595000,,,0,,,0,365454.625,,,0,,,0,695000,,,0,,,0
RAD,,,5900,36,6000,36,12,5000,22,7000,8,10000,8,8,5000,8,3729.22998046875,,,0,,,0,51444.26953125,4,25000,4,,,0,3729.22998046875,,,0,,,0,20000,,,0,,,0
